SubTask,Instruction,molecule
FunctionalGroup,"There is a molecule consisting of 2 benzene ring groups, 1 amine group, 2 halo groups, and 1 sulfone group.",CC(NCC[n+]1ccccc1)c1ccc(N=Nc2c(Cl)cc(S(=O)(=O)N(C)C)cc2Cl)cc1
AddComponent,Add a aldehyde to the molecule O=C(NCC1CCCC1CCl)c1ccc(O)c(O)c1.,O=CCC1(CCl)CCCC1CNC(=O)c1ccc(O)c(O)c1
SubComponent,Modify the molecule Cc1ccc(NC(=O)C2CCC[NH+](Cc3cccc(Br)c3)C2)cc1 by substituting a halo with a thiol.,Cc1ccc(NC(=O)C2CCC[NH+](Cc3cccc(S)c3)C2)cc1
DelComponent,Please remove a benzene ring from the molecule C[NH2+]Cc1sc(N(C)c2ccccc2OC)nc1C(C)C.,C[NH2+]Cc1sc(N(C)OC)nc1C(C)C
LogP,Please modify the molecule [NH3+]CCNc1ccc(OCc2ccc(C(=O)[O-])o2)cc1 to decrease its LogP value.,[NH3+]CCNOCc1ccc(C(=O)[O-])o1
MR,Please modify the molecule Cc1ccc(OCCNC(=O)CCCCl)cc1C to decrease its MR value.,CCOCCNC(=O)CCCCl
QED,Modify the molecule CCCCOCCN1CC(C)(C2CC2)[NH2+]CC12CCCC2 to have a lower QED value.,CCCCOCCN1CC(C)(C2(c3ccccc3)CC2)[NH2+]CC12CCCC2
AtomNum,"Please generate a molecule consisting 6 carbon atoms, 1 oxygen atom, 1 nitrogen atom, 1 sulfur atom, and 1 iodine atom.",O=S=Nc1ccc(I)cc1
BondNum,"Please generate a molecule composed of 14 single bonds, 1 double bond, 3 rotatable bonds, and 6 aromatic bonds.",CC(C(=O)NC1CCc2c(F)cccc21)C1C[NH2+]C1
FunctionalGroup,"The molecule consists of 3 benzene ring groups, 1 hydroxyl group, 2 amine groups, 1 sulfide group, 1 sulfoxide group, and 3 sulfone groups.",COc1cc(S(=O)(=O)CCOS(=O)(=O)[O-])c(C)cc1N=Nc1c(N)cc(C(=O)[O-])c(N=Nc2ccc(SOOCCS(=O)OOO)cc2S(=O)(=O)[O-])c1N
AddComponent,Modify the molecule COc1ccc(NCCC2CC[NH2+]CC2)cc1 by adding a amine.,COc1ccc(NCC(N)C2CC[NH2+]CC2)cc1
SubComponent,Substitute a halo in the molecule COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CC(C)[NH+]1CCOCC1 with a aldehyde.,CC(=O)c1ccc(Nc2ccnc3cc(OC)c(NC(=O)C=CC(C)[NH+]4CCOCC4)cc23)cc1Cl
DelComponent,Remove a halo from the molecule COc1ccc(Br)c(-c2cc(C(=O)[O-])on2)c1OCC1CC1.,COc1cccc(-c2cc(C(=O)[O-])on2)c1OCC1CC1
LogP,Please modify the molecule COc1ccc(NC(=O)C(C#N)=Cc2cccc(C#N)c2)cc1 to decrease its LogP value.,COc1ccc(NC(=O)C(O)=Cc2cccc(C#N)c2)cc1
MR,Please modify the molecule Cc1cc(Br)c(NCc2cc(Cl)ccc2O)c(Br)c1 to decrease its MR value.,Cc1cc(Br)c(NCc2cc(Cl)ccc2O)c(C#N)c1
QED,Modify the molecule Cc1ccc(NC(=O)CCCNC(=O)OC(C)(C)C)c(O)c1 to increase its QED value.,Cc1ccc(NC(=O)CCCNC(=O)OC(C)(C)C)c(Cl)c1
AtomNum,"There is a molecule consisting of 18 carbon atoms, 2 oxygen atoms, 3 nitrogen atoms, and 2 sulfur atoms.",COCCCn1c(=C(C#N)C#N)sc(=Cc2ccc(SC)cc2)c1=O
BondNum,"There is a molecule composed of 12 single bonds, 2 double bonds, 6 rotatable bonds, and 6 aromatic bonds.",O=C([O-])CCCCCN1C(=O)Cc2cc(I)ccc21
FunctionalGroup,"There is a molecule composed of 1 hydroxyl group, 1 amide group, and 1 halo group.",Cc1cccc2c1C1C(CCl)CN(C(=O)c3cc4cc(OCC[NH+](C)C)ccc4[nH]3)C1CC2O
AddComponent,Modify the molecule COC1(C)OC2CN(c3ccccc3)C=[N+](c3ccccc3)CC2OC1(C)OC by adding a amine.,COC1(C)OC2CN(c3ccccc3)C=[N+](c3ccccc3)CC2OC1(CN)OC
SubComponent,Substitute a FC(F)(F)c1ccc(C=Cc2ncc(C(F)(F)F)c3cc4c(cc23)OCO4)cc1 in the molecule halo with a nitro.,ONC(F)(F)c1ccc(C=Cc2ncc(C(F)(F)F)c3cc4c(cc23)OCO4)cc1
DelComponent,Modify the molecule benzene ring by removing a Cc1cc(C(F)(F)F)ccc1-c1ccc(NC(=O)C(c2ccc(OCC(C)(C)C)cc2)C(C)c2ccc(C(=O)NCCS(=O)(=O)[O-])cc2)cc1.,Cc1cc(C(F)(F)F)ccc1-c1ccc(NC(=O)C(c2ccc(OCC(C)(C)C)cc2)C(C)C(=O)NCCS(=O)(=O)[O-])cc1
LogP,Please optimize the molecule FC1OCCCC1NCc1[nH+]cc2n1CCCC2 to have a higher LogP value.,FC1OCCCC1Cc1[nH+]cc2n1CCCC2
MR,Modify the molecule CCOC(=O)c1c(C2CC2)csc1NC(=O)C[NH2+]C(C)(C)c1ccc2c(c1)OCO2 to have a lower MR value.,CCOC(=O)c1c(C2CC2)csc1[NH2+]C(C)(C)c1ccc2c(c1)OCO2
QED,Modify the molecule C=C(C1CCCC1)[NH+]1CCN(Cc2cc(F)cc(NC(=O)c3ccc(C)nc3C)c2C)CC1 to have a higher QED value.,C=C(C1CCCC1)[NH+]1CCN(C(CF)NC(=O)c2ccc(C)nc2C)CC1
AtomNum,"Please generate a molecule with 11 carbon atoms, 5 oxygen atoms, 1 nitrogen atom, and 2 sulfur atoms.",Cc1cc(C)c(S(=O)(=O)NCCS(=O)(=O)[O-])c(C)c1
BondNum,"Please generate a molecule composed of 11 single bonds, and 6 rotatable bonds.",CCC[NH2+]CCC[NH2+]C(C)(C)C
FunctionalGroup,Please generate a molecule consisting and 1 amine group.,Nc1ccc2oc(C=CC(=O)[O-])nc2c1
AddComponent,Modify the molecule CCOCCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(OC)c(OC)c3)C2)C1c1c(F)cccc1Cl by adding a amine.,CCOCCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(OC)c(OCN)c3)C2)C1c1c(F)cccc1Cl
SubComponent,Modify the molecule CCC[NH+](CCO)CC(=O)Nc1ccc(C)c(Cl)c1 by substituting a hydroxyl with a halo.,CCC[NH+](CCF)CC(=O)Nc1ccc(C)c(Cl)c1
DelComponent,Remove a amide from the molecule CC(C)C(C(=O)NCc1cc(F)ccc1F)n1cc(COc2ccc3nc(S(N)(=O)=O)sc3c2)nn1.,CC(C)(Cc1cc(F)ccc1F)n1cc(COc2ccc3nc(S(N)(=O)=O)sc3c2)nn1
LogP,Please optimize the molecule O=S(=O)(c1ccccc1)c1c(F)c(F)nc2c1Oc1ccccc1N2 to have a lower LogP value.,O=C([OH])c1c(F)nc2c(c1S(=O)(=O)c1ccccc1)Oc1ccccc1N2
MR,Optimize the molecule CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC to have a higher MR value.,CCCCCC=CCC=CCC(CCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)c1ccccc1
QED,Please optimize the molecule Cc1cc(Cl)ccc1OC(C)C(=O)N1CC[NH+](C)CC1 to have a lower QED value.,Cc1cc(Cl)cc(-c2ccccc2)c1OC(C)C(=O)N1CC[NH+](C)CC1
AtomNum,"Please generate a molecule with 24 carbon atoms, 7 oxygen atoms, and 2 nitrogen atoms.",CCCC(Oc1ccccc1)C(C)OC(=O)C(C)NC(=O)c1nccc(OC)c1OC(C)=O
BondNum,"The molecule is composed of 9 single bonds, 4 rotatable bonds, and 12 aromatic bonds.",C[NH2+]C(C)c1ccc(Sc2nc(C)cc(C)n2)cc1Br
FunctionalGroup,"There is a molecule with 1 benzene ring group, 3 amide groups, 2 thioether groups, and 1 sulfide group.",CCC(=O)N1CSCC1C(=O)Nc1cccc(C(=O)N2CCCC2)c1
AddComponent,Please add a hydroxyl to the molecule C=CCC(CC)n1cc(-c2ccc3c(c2)N(C(=O)C2CC2)CC(C)N3C(C)=O)cn1.,C=CCC(O)(CC)n1cc(-c2ccc3c(c2)N(C(=O)C2CC2)CC(C)N3C(C)=O)cn1
SubComponent,Please substitute a halo in the molecule Cc1nc(C[NH+](C)Cc2cccc(-c3cccc(F)c3)c2)nc2c1CCC(=O)N2CC1CC1 with a nitrile.,Cc1nc(C[NH+](C)Cc2cccc(-c3cccc(C#N)c3)c2)nc2c1CCC(=O)N2CC1CC1
DelComponent,Modify the molecule halo by removing a CCn1nc(C)c(Cl)c1CC(=O)c1ccc(F)cc1F.,CCn1nc(C)c(Cl)c1CC(=O)c1ccc(F)cc1
LogP,Modify the molecule c1ccc(CC2CC[NH+](CCC3CC[NH2+]C3)CC2)cc1 to have a lower LogP value.,OC1(CC[NH+]2CCC(Cc3ccccc3)CC2)CC[NH2+]C1
MR,Please optimize the molecule Cc1ccc(NC(=O)CC(=O)N2CCCC2)c(Br)c1 to have a lower MR value.,Cc1ccc(NC(=O)CC(=O)N2CCCC2)c(NO)c1
QED,Optimize the molecule Cc1ccc(OC(=C(F)c2ccc(F)cc2)C(C(=O)OCc2ccccc2)C(C)C)cc1 to have a higher QED value.,Cc1ccc(OC(=C(O)c2ccc(F)cc2)C(C(=O)OCc2ccccc2)C(C)C)cc1
AtomNum,"There is a molecule consisting of 27 carbon atoms, 2 oxygen atoms, 6 nitrogen atoms, 1 sulfur atom, and 1 fluorine atom.",CS(=O)(=O)NCc1cc(F)cc(-c2nccc3[nH]c(-c4n[nH]c5ccc(-c6cccnc6)cc45)cc23)c1
BondNum,"The molecule contains 12 single bonds, 6 rotatable bonds, and 12 aromatic bonds.",COc1ccc(C)c(OC)c1Cc1ccc(OC(F)F)c(Cl)c1
FunctionalGroup,"Please generate a molecule composed of 1 benzene ring group, 2 amide groups, 1 amine group, 2 nitrile groups, and 1 sulfide group.",CCn1c(=C(C#N)C(=O)NCC#N)sc(=CNc2cccc(NC(=O)C[NH+](C)CC)c2)c1=O
AddComponent,Modify the molecule COc1cccc2c1OC1C3CCC4(CC3)C[NH+](Cc3ccccc3)CCC214 by adding a hydroxyl.,COc1cccc2c1OC1C3CCC4(CC3)C[NH+](Cc3ccccc3O)CCC214
SubComponent,Substitute a nitrile in the molecule Cc1nc(CNc2nccc(C#N)n2)cs1 with a nitro.,Cc1nc(CNc2nccc(NO)n2)cs1
DelComponent,Modify the molecule amide by removing a COCCOc1ccc(NC(=O)CCNS(=O)(=O)c2ccc3c(c2)OCCCO3)cn1.,COCCOc1ccc(CNS(=O)(=O)c2ccc3c(c2)OCCCO3)cn1
LogP,Please optimize the molecule O=C(CCn1cnc2ccc(Br)cc2c1=O)Nc1ccc(Br)cn1 to have a lower LogP value.,O=C(CCn1cnc2ccccc2c1=O)Nc1ccc(Br)cn1
MR,Modify the molecule CN(Cc1cc(Cl)ccc1N)C1CCS(=O)(=O)C1 to increase its MR value.,CN(Cc1cc(S)ccc1N)C1CCS(=O)(=O)C1
QED,Modify the molecule C#Cc1cccc(NCc2cc(C(N)=O)ccc2F)c1 to have a lower QED value.,C#Cc1cccc(NCc2cc(C(N)=O)ccc2F)c1-c1ccccc1
AtomNum,"The molecule is composed of 15 carbon atoms, 2 oxygen atoms, 3 nitrogen atoms, and 1 sulfur atom.",Cc1nc(C)c(C(C)[NH2+]CCN(C)C(=O)OC(C)(C)C)s1
BondNum,"There is a molecule with 8 single bonds, 1 double bond, 4 rotatable bonds, and 12 aromatic bonds.",CCNc1ccc(C(=O)Nc2cccc(Cl)c2Br)cc1
FunctionalGroup,"The molecule consists of 1 benzene ring group, 1 amide group, 1 halo group, and 1 sulfide group.",O=C([O-])CCN1C(=O)C(=Cc2ccc(Br)cc2)SC1=S
AddComponent,Please add a hydroxyl to the molecule CP(C)(=O)c1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1.,CP(C)(=O)c1ccc(Cc2cc(C3OC(C(O)O)C(O)C(O)C3O)ccc2Cl)cc1
SubComponent,Substitute a halo in the molecule CCOC(C)OC(C)COc1c(N)ccc(F)c1F with a nitro.,CCOC(C)OC(C)COc1c(N)ccc(NO)c1F
DelComponent,Modify the molecule amine by removing a CCONC=[NH+]C(=O)c1ccc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1OC(F)F.,CCOC=[NH+]C(=O)c1ccc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1OC(F)F
LogP,Please optimize the molecule O=C(Nc1ccc(-c2ccccc2)cc1)n1oc(=O)cc1-c1ccccc1 to have a lower LogP value.,O=CCc1ccc(-c2cc(=O)on2C(=O)Nc2ccc(-c3ccccc3)cc2)cc1
MR,Please optimize the molecule COC(=O)c1cc(OCC(=O)N2CC[NH+](Cc3ccc(Cl)cc3)CC2)cc(C(=O)OC)c1 to have a higher MR value.,COC(=O)c1cc(OCC(=O)N2CC[NH+](Cc3ccc(S)cc3)CC2)cc(C(=O)OC)c1
QED,Please optimize the molecule C[NH+]=C(NCc1ccc(Br)cc1)N1CCN(c2cnn(C)c2)C(=O)C1 to have a lower QED value.,C[NH+]=C(NCBr)N1CCN(c2cnn(C)c2)C(=O)C1
AtomNum,"The molecule consists of 34 carbon atoms, 3 oxygen atoms, and 3 nitrogen atoms.",CCCOc1ccc(C(=O)Nc2ccccc2C(=O)N2CC[NH+](C(c3ccccc3)c3ccccc3)CC2)cc1
BondNum,"There is a molecule with 14 single bonds, 1 double bond, 7 rotatable bonds, and 6 aromatic bonds.",CCCOc1ccc(C(=O)C(C)[NH2+]C2CCCC2)cc1
FunctionalGroup,"The molecule contains 1 benzene ring group, and 1 ketone group.",CCc1c(C)[n+](CC(=O)c2ccccc2)c2n(c1=O)C1C=CC=CC1=N2
AddComponent,Modify the molecule COc1ccc(CN(CC2=CCC(O)C=C2)c2nc(-c3ccccc3)c(C(=O)c3ccccc3)s2)cc1 by adding a benzene ring.,COc1ccc(CN(CC2=CCC(O)C=C2)c2nc(-c3ccccc3)c(C(=O)c3ccc(-c4ccccc4)cc3)s2)cc1
SubComponent,Substitute a nitrile in the molecule COc1cccc(C(=O)Nc2nn(C)cc2C#N)c1OC with a carboxyl.,COc1cccc(C(=O)Nc2nn(C)cc2C(=O)[OH])c1OC
DelComponent,Please remove a hydroxyl from the molecule NC(N)=[NH+]CCCC([NH3+])C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-].,NC(N)=[NH+]CCCC([NH3+])C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-]
LogP,Optimize the molecule CSc1cc2c(cc1NC(=O)CCc1nc(-c3ccc(F)c(C)c3)no1)OCCO2 to have a lower LogP value.,CSc1cc2c(cc1NC(=O)CCc1nc(CF)no1)OCCO2
MR,Modify the molecule CC(C)(C)[NH2+]Cc1noc(C(CCCC2CCCCC2)CC(=O)NO)n1 to have a lower MR value.,CC(C)(C)[NH2+]Cc1noc(C(CCCC2CCCCC2)CC(N)=O)n1
QED,Please optimize the molecule CCCCCCCCCCCCCCCCCC(=O)CCCCOCCOCCOCCOCCOCCOC(=O)Cl to have a lower QED value.,CCCCCCCCCCCCCCCCCC(=O)CCCCOCCOCCOCCOCCOCCOC(=O)NO
AtomNum,"The molecule consists of 12 carbon atoms, 1 oxygen atom, and 2 nitrogen atoms.",CCNc1ccccc1N1CCCC1=O
BondNum,"There is a molecule with 16 single bonds, 2 double bonds, 2 rotatable bonds, and 5 aromatic bonds.",Cn1cc(Cl)c(CN2C(=O)NC3(CCCCCC3)C2=O)n1
FunctionalGroup,"There is a molecule with 1 ketone group, 1 ester group, 1 amide group, and 2 sulfide groups.",Cc1ccc(C(=O)CCC(=O)OCC(=O)N(C)Cc2ccsc2)s1
AddComponent,Modify the molecule CC([NH3+])(C(=O)N1CCC2CCCCC2C1)c1ccccc1 by adding a hydroxyl.,CC([NH3+])(C(=O)N1CCC2CCCCC2C1)c1ccccc1O
SubComponent,Modify the molecule halo by substituting a O=C(c1cc(-c2ccccc2F)n[nH]1)N1CC2CCC(Oc3cccnc3)C2C1 with a nitro.,ONc1ccccc1-c1cc(C(=O)N2CC3CCC(Oc4cccnc4)C3C2)[nH]n1
DelComponent,Please remove a benzene ring from the molecule OCc1ccc(C[NH2+]CC2CCCC2O)cc1.,OCC[NH2+]CC1CCCC1O
LogP,Modify the molecule Cc1ccc(NC2=[NH+]C(=O)C(=Cc3c(C)cc(C)cc3C)S2)cc1 to increase its LogP value.,Cc1ccc(NCSCc2c(C)cc(C)cc2C)cc1
MR,Please optimize the molecule CC[NH2+]C(C1CCOCC1)C(OC)C(C)(C)C to have a higher MR value.,CC[NH2+]C(C1CCOCC1c1ccccc1)C(OC)C(C)(C)C
QED,Please optimize the molecule CCOc1cccc(CBr)c1OCC1CCCO1 to have a lower QED value.,CCOc1c(-c2ccccc2)ccc(CBr)c1OCC1CCCO1
AtomNum,"The molecule consists of 27 carbon atoms, 4 oxygen atoms, and 1 nitrogen atom.",C=C(CC[NH+](CCCCO)C(C)(C)C)OCC1CCC(COC(=O)CCC(C)(C)C)CC1
BondNum,"There is a molecule consisting of 15 single bonds, 5 rotatable bonds, and 6 aromatic bonds.",OC1(C[NH2+]C(c2ccc(Cl)cc2)C2CC2)CCOC1
FunctionalGroup,"The molecule has 1 benzene ring group, and 3 halo groups.",CCC(Br)c1cn(CC(F)(F)c2ccccc2)nn1
AddComponent,Modify the molecule CN(Cc1ccccc1)C(=O)N(CCC(=O)[O-])C1CC1 by adding a nitrile.,CN(Cc1ccccc1)C(=O)N(CCC(=O)[O-])C1CC1C#N
SubComponent,Please substitute a halo in the molecule CC[NH2+]Cc1ccc(CC)c(Br)c1 with a thiol.,CC[NH2+]Cc1ccc(CC)c(S)c1
DelComponent,Modify the molecule benzene ring by removing a COc1ccc2[nH]c3c(c2c1)CN(C(=O)c1ccc(-c2ccccc2)[nH]c1=O)CC3.,COc1ccc2[nH]c3c(c2c1)CN(C(=O)c1ccc[nH]c1=O)CC3
LogP,Please optimize the molecule O=C(NC1CCOC2(CCCC2)C1)N1CCC(Oc2ccccc2Cl)C1 to have a lower LogP value.,O=C(NC1CCOC2(CCCC2)C1)N1CCC(Oc2ccccc2)C1
MR,Please modify the molecule CCCCN(CC)C(=O)C1CC([NH3+])C(C)CC1C to decrease its MR value.,CCCC(CC)C1C(C)CC(C)C1[NH3+]
QED,Modify the molecule Cn1c(-c2ccc(F)cc2)nn(CCNC(=O)Nc2ccc(Cl)c(Cl)c2)c1=O to have a lower QED value.,Cn1c(-c2ccc(C#N)cc2)nn(CCNC(=O)Nc2ccc(Cl)c(Cl)c2)c1=O
AtomNum,"Please generate a molecule composed of 20 carbon atoms, 4 oxygen atoms, and 2 nitrogen atoms.",CC(=O)c1ccc2c(c1)N(CC(=O)NC1CCCCC1C)C(=O)C(C)O2
BondNum,"The molecule consists of 16 single bonds, 7 rotatable bonds, and 6 aromatic bonds.",CCCc1nc(NN)cc(NC2CC[NH+](CCC)CC2)n1
FunctionalGroup,"Please generate a molecule with 1 benzene ring group, 1 hydroxyl group, 1 ester group, 1 amine group, and 3 halo groups.",COC(=O)C(C)(O)CNc1ccc(Br)c(Cl)c1Cl
AddComponent,Modify the molecule CC1C(O)C(CO)OC(Cc2ccc(CCCCCCc3ccc(CC4OC(CO)C(O)C(O)C4O)c(-c4cccc(CC(=O)[O-])c4)c3)cc2-c2cccc(CC(=O)[O-])c2)C1O by adding a aldehyde.,CC1C(O)C(CO)OC(Cc2ccc(CCCCCCc3ccc(CC4(CC=O)OC(CO)C(O)C(O)C4O)c(-c4cccc(CC(=O)[O-])c4)c3)cc2-c2cccc(CC(=O)[O-])c2)C1O
SubComponent,Please substitute a nitrile in the molecule COC(=O)C1(C#N)C2c3ccccc3C3C4c5ccccc5C(C3N2C)C1N4C with a aldehyde.,CC(=O)C1(C(=O)OC)C2c3ccccc3C3C4c5ccccc5C(C3N2C)C1N4C
DelComponent,Modify the molecule benzene ring by removing a CCOc1ccc(Cc2cc(C3SC(CC)C(C)C(OCc4ccccc4)C3OCc3ccccc3)c(C)cc2C)cc1.,CCOCc1cc(C2SC(CC)C(C)C(OCc3ccccc3)C2OCc2ccccc2)c(C)cc1C
LogP,Please modify the molecule O=C(c1cc(-c2ccc3c(c2)OCO3)n[nH]1)N1CC[NH+](Cc2cccc(F)c2F)CC1 to decrease its LogP value.,O=C(c1cc(-c2ccc3c(c2)OCO3)n[nH]1)N1CC[NH+](C(F)F)CC1
MR,Optimize the molecule COc1ccc(Br)c(CC([NH3+])C2CCC(C)O2)c1 to have a lower MR value.,COc1cccc(CC([NH3+])C2CCC(C)O2)c1
QED,Optimize the molecule CN(C)c1ccc2c(c1)CC([NH3+])CN2 to have a lower QED value.,CN(C)c1ccc2c(c1)CC([NH3+])C2
AtomNum,"The molecule has 10 carbon atoms, 4 oxygen atoms, 3 nitrogen atoms, and 1 sulfur atom.",COC(=O)c1ccc(N)cc1S(=O)(=O)NN(C)C
BondNum,"The molecule has 18 single bonds, 1 double bond, 11 rotatable bonds, and 12 aromatic bonds.",CCCC([NH2+]Cc1ccc(OCC(=O)NC(C)(C)C)c(OCC)c1)c1ccccc1
FunctionalGroup,"The molecule has 1 amide group, 1 halo group, and 1 sulfone group.",O=C(c1nn(C2CC[NH2+]C2)c2c1CS(=O)(=O)c1c(F)cccc1-2)N1CCOCC1
AddComponent,Please add a hydroxyl to the molecule C[N+]1(CCO)C2CC(CC(C#N)(c3ccccc3)c3ccccc3)CC3CCC321.,C[N+]1(CCO)C2(O)CC(CC(C#N)(c3ccccc3)c3ccccc3)CC3CCC321
SubComponent,Substitute a hydroxyl in the molecule CC([NH3+])(CO)CCCCSc1cnccn1 with a carboxyl.,CC([NH3+])(CCCCSc1cnccn1)CC(=O)[OH]
DelComponent,Remove a [NH3+]C1CCC2CN(C(=O)NC3CC[NH+](Cc4ccccc4)CC3)CC12 from the molecule benzene ring.,C[NH+]1CCC(NC(=O)N2CC3CCC([NH3+])C3C2)CC1
LogP,Please modify the molecule CCCCOc1ccc2c(c1)S(=O)CCC21NC(=O)NC1=O to decrease its LogP value.,CCCCOc1ccc2c(c1)S(=O)CC(O)C21NC(=O)NC1=O
MR,Please optimize the molecule CNC(C#N)CCOC1CC(C)CC(C)C1 to have a higher MR value.,CC1CC(C)CC(OCCC(C#N)NCc2ccccc2)C1
QED,Please optimize the molecule N#Cc1ccc(N2CCN(C(=O)C34CC5CC(CC(C5)C3)C4)CC2)cc1C(F)(F)F to have a higher QED value.,N#Cc1ccc(N2CCN(C(=O)C34CC5CC(CC(C5)C3)C4)C(O)C2)cc1C(F)(F)F
AtomNum,"Please generate a molecule with 15 carbon atoms, 1 nitrogen atom, 1 sulfur atom, and 1 bromine atom.",CCC[NH2+]C1c2cccc(Br)c2CSC1C(C)C
BondNum,"The molecule has 13 single bonds, 1 double bond, 6 rotatable bonds, and 6 aromatic bonds.",COC(=O)C1CC1CCc1ccc(OC(C)C)cc1
FunctionalGroup,"The molecule has 2 benzene ring groups, 1 hydroxyl group, and 1 amide group.",CC[NH+](C)C(C(=O)Nc1ccc(N(C)CCO)cc1)c1ccccc1
AddComponent,Please add a benzene ring to the molecule CCc1ccc(-c2ccc(Cl)c(Cl)c2F)cc1C1C(=O)CCC1=O.,CCc1ccc(-c2ccc(Cl)c(Cl)c2F)cc1C1C(=O)CC(c2ccccc2)C1=O
SubComponent,Modify the molecule nitrile by substituting a CCc1c(C)sc(Nc2nc(C)nc3c2NC(=O)C(CC(C)C)N3)c1C#N with a hydroxyl.,CCc1c(C)sc(Nc2nc(C)nc3c2NC(=O)C(CC(C)C)N3)c1O
DelComponent,Please remove a benzene ring from the molecule Cc1cccc(CCC(=O)NCCCN=[N+]=[N-])c1.,CCCC(=O)NCCCN=[N+]=[N-]
LogP,Optimize the molecule Fc1cccc(CCNc2nc(Nc3ccc4[nH]cc(C5=CC[NH2+]CC5)c4c3)ncc2Br)c1 to have a higher LogP value.,CC(=O)c1cccc(CCNc2nc(Nc3ccc4[nH]cc(C5=CC[NH2+]CC5)c4c3)ncc2Br)c1
MR,Please optimize the molecule CC([NH2+]CCc1ccccc1)c1ccc(OCC#N)cc1 to have a lower MR value.,CC([NH2+]CCc1ccccc1)OCC#N
QED,Modify the molecule O=C([O-])c1cc(-c2ccc(=O)[nH]c2)cs1 to increase its QED value.,O=C([O-])c1scc(-c2ccc(=O)[nH]c2)c1-c1ccccc1
AtomNum,"There is a molecule consisting of 9 carbon atoms, 4 oxygen atoms, and 1 sulfur atom.",CCSC(=O)CC(O)CCC(=O)OC
BondNum,"There is a molecule with 12 single bonds, 7 rotatable bonds, and 6 aromatic bonds.",CCC(CC)COc1ccc(C)nc1CC(C)[NH3+]
FunctionalGroup,"The molecule consists of 1 benzene ring group, and 2 halo groups.",O=C(Nc1ccc(F)cc1F)NC1CCCCCCC1
AddComponent,Please add a hydroxyl to the molecule CCC1C[NH+](CC(=O)NCc2ccco2)CCC1[NH3+].,CCC1C[NH+](CC(=O)NC(O)c2ccco2)CCC1[NH3+]
SubComponent,Please substitute a O=C(Nc1cncnc1)N1c2nc(-c3cncc(C(F)(F)F)c3)ccc2N2CCCC1C2 in the molecule halo with a nitrile.,N#CC(F)(F)c1cncc(-c2ccc3c(n2)N(C(=O)Nc2cncnc2)C2CCCN3C2)c1
DelComponent,Remove a amide from the molecule CC(C)CC1CN(C(C[NH2+]Cc2ccccc2)Cc2ccc3ccccc3c2)C(=O)C(=O)N1CCc1cccc(C(F)(F)F)c1.,CC(C)CC1C(C(C[NH2+]Cc2ccccc2)Cc2ccc3ccccc3c2)ON1CCc1cccc(C(F)(F)F)c1
LogP,Modify the molecule CC1=C[SH](c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)C=C1 to have a lower LogP value.,CC1=C[SH](c2cc(C(F)NO)nn2-c2ccc(S(N)(=O)=O)cc2)C=C1
MR,Optimize the molecule OC1CCCCCC1C1CCc2ccccc2C1O to have a higher MR value.,ONC1CCCCCC1C1CCc2ccccc2C1O
QED,Modify the molecule COc1ccc(-c2nc3c(Br)cccn3c2CN2CCC[NH2+]CC2)cc1[N+](=O)[O-] to have a lower QED value.,COc1ccc(-c2nc3c(S)cccn3c2CN2CCC[NH2+]CC2)cc1[N+](=O)[O-]
AtomNum,"Please generate a molecule with 16 carbon atoms, 6 oxygen atoms, and 1 nitrogen atom.",CC(OC(=O)C=Cc1ccccc1)OC(=O)NC1(C(=O)[O-])CC1
BondNum,"The molecule has 9 single bonds, 1 double bond, 4 rotatable bonds, and 11 aromatic bonds.",CCc1nn(-c2ncc(C)cc2N)c(CC)c1[N+](=O)[O-]
FunctionalGroup,"The molecule has 1 benzene ring group, and 1 sulfide group.",COc1cccc(C([NH3+])Cc2csc(C)n2)c1
AddComponent,Add a benzene ring to the molecule O=C(Nc1cccc2c1CN(Cc1cccc(C[Si])c1)C2=O)c1cc(Cl)ccc1[S-].,O=C(Nc1cccc2c1CN(Cc1cc(C[Si])cc(-c3ccccc3)c1)C2=O)c1cc(Cl)ccc1[S-]
